"Product","Category","2-Day","2-Week","2-Month"
"Mary Kay Silky Setting Powder - Deep Bronze","fallback","Hey [Name], I wanted to check in — how are you liking the Silky Setting Powder so far?","Hey [Name], how are you? Just checking in — I hope you're loving everything! Let me know if you have any questions or need anything!","Hey [Name]! It's been a couple months — are you running low on the Silky Setting Powder? I'd love to help you restock!"
"Mary Kay Silky Setting Powder - Deep Ivory","fallback","Hey [Name], I wanted to check in — how are you liking the Silky Setting Powder so far?","Hey [Name], how are you? Just checking in — I hope you're loving everything! Let me know if you have any questions or need anything!","Hey [Name]! It's been a couple months — are you running low on the Silky Setting Powder? I'd love to help you restock!"
"Mary Kay Silky Setting Powder - Light Beige","fallback","Hey [Name], I wanted to check in — how are you liking the Silky Setting Powder so far?","Hey [Name], how are you? Just checking in — I hope you're loving everything! Let me know if you have any questions or need anything!","Hey [Name]! It's been a couple months — are you running low on the Silky Setting Powder? I'd love to help you restock!"
"Mary Kay Silky Setting Powder - Light Bronze","fallback","Hey [Name], I wanted to check in — how are you liking the Silky Setting Powder so far?","Hey [Name], how are you? Just checking in — I hope you're loving everything! Let me know if you have any questions or need anything!","Hey [Name]! It's been a couple months — are you running low on the Silky Setting Powder? I'd love to help you restock!"
"Mary Kay Silky Setting Powder - Light Ivory","fallback","Hey [Name], I wanted to check in — how are you liking the Silky Setting Powder so far?","Hey [Name], how are you? Just checking in — I hope you're loving everything! Let me know if you have any questions or need anything!","Hey [Name]! It's been a couple months — are you running low on the Silky Setting Powder? I'd love to help you restock!"
"Mary Kay Silky Setting Powder - Light-Medium Beige","fallback","Hey [Name], I wanted to check in — how are you liking the Silky Setting Powder so far?","Hey [Name], how are you? Just checking in — I hope you're loving everything! Let me know if you have any questions or need anything!","Hey [Name]! It's been a couple months — are you running low on the Silky Setting Powder? I'd love to help you restock!"
"Mary Kay Silky Setting Powder - Light-Medium Bronze","fallback","Hey [Name], I wanted to check in — how are you liking the Silky Setting Powder so far?","Hey [Name], how are you? Just checking in — I hope you're loving everything! Let me know if you have any questions or need anything!","Hey [Name]! It's been a couple months — are you running low on the Silky Setting Powder? I'd love to help you restock!"
"Mary Kay Silky Setting Powder - Light-Medium Ivory","fallback","Hey [Name], I wanted to check in — how are you liking the Silky Setting Powder so far?","Hey [Name], how are you? Just checking in — I hope you're loving everything! Let me know if you have any questions or need anything!","Hey [Name]! It's been a couple months — are you running low on the Silky Setting Powder? I'd love to help you restock!"
"Mary Kay Silky Setting Powder - Medium Beige","fallback","Hey [Name], I wanted to check in — how are you liking the Silky Setting Powder so far?","Hey [Name], how are you? Just checking in — I hope you're loving everything! Let me know if you have any questions or need anything!","Hey [Name]! It's been a couple months — are you running low on the Silky Setting Powder? I'd love to help you restock!"
"Mary Kay Silky Setting Powder - Medium Bronze","fallback","Hey [Name], I wanted to check in — how are you liking the Silky Setting Powder so far?","Hey [Name], how are you? Just checking in — I hope you're loving everything! Let me know if you have any questions or need anything!","Hey [Name]! It's been a couple months — are you running low on the Silky Setting Powder? I'd love to help you restock!"
"Mary Kay Silky Setting Powder - Medium Ivory","fallback","Hey [Name], I wanted to check in — how are you liking the Silky Setting Powder so far?","Hey [Name], how are you? Just checking in — I hope you're loving everything! Let me know if you have any questions or need anything!","Hey [Name]! It's been a couple months — are you running low on the Silky Setting Powder? I'd love to help you restock!"
"Mary Kay Sparkle Cream Lipstick - Empower","color","Hey [Name], I wanted to check in — how are you loving the lipstick?","Hey [Name], how are you? Just checking in on your lipstick — I hope it's become a daily staple! Let me know if you have any questions or need anything!","Hey [Name]! Running low on the Sparkle Cream Lipstick yet? Just say the word and I'll get more headed your way!"
"Mary Kay Sparkle Cream Lipstick - Positive Impact","color","Hey [Name], I wanted to check in — how are you loving the lipstick?","Hey [Name], how are you? Just checking in on your lipstick — I hope it's become a daily staple! Let me know if you have any questions or need anything!","Hey [Name]! Running low on the Sparkle Cream Lipstick yet? Just say the word and I'll get more headed your way!"
"Mary Kay Sparkle Cream Lipstick in Empower","color","Hey [Name], I wanted to check in — how are you loving the lipstick?","Hey [Name], how are you? Just checking in on your lipstick — I hope it's become a daily staple! Let me know if you have any questions or need anything!","Hey [Name]! Running low on the Sparkle Cream Lipstick in Empower yet? Just say the word and I'll get more headed your way!"
"Mary Kay Sunscreen Broad Spectrum SPF 50","fallback","Hey [Name], I wanted to check in — how are you liking the Sunscreen so far?","Hey [Name], how are you? Just checking in — I hope you're loving everything! Let me know if you have any questions or need anything!","Hey [Name]! It's been a couple months — are you running low on the Sunscreen? I'd love to help you restock!"
"Mary Kay Supreme Hydrating Lipstick - Better Than Bare","color","Hey [Name], I wanted to check in — how are you loving the lipstick?","Hey [Name], how are you? Just checking in on your lipstick — I hope it's become a daily staple! Let me know if you have any questions or need anything!","Hey [Name]! Running low on the Supreme Hydrating Lipstick yet? Just say the word and I'll get more headed your way!"
"Mary Kay Supreme Hydrating Lipstick - Black Cherry","color","Hey [Name], I wanted to check in — how are you loving the lipstick?","Hey [Name], how are you? Just checking in on your lipstick — I hope it's become a daily staple! Let me know if you have any questions or need anything!","Hey [Name]! Running low on the Supreme Hydrating Lipstick yet? Just say the word and I'll get more headed your way!"
"Mary Kay Supreme Hydrating Lipstick - Boho Plum","color","Hey [Name], I wanted to check in — how are you loving the lipstick?","Hey [Name], how are you? Just checking in on your lipstick — I hope it's become a daily staple! Let me know if you have any questions or need anything!","Hey [Name]! Running low on the Supreme Hydrating Lipstick yet? Just say the word and I'll get more headed your way!"
"Mary Kay Supreme Hydrating Lipstick - Casual Rose","color","Hey [Name], I wanted to check in — how are you loving the lipstick?","Hey [Name], how are you? Just checking in on your lipstick — I hope it's become a daily staple! Let me know if you have any questions or need anything!","Hey [Name]! Running low on the Supreme Hydrating Lipstick yet? Just say the word and I'll get more headed your way!"
"Mary Kay Supreme Hydrating Lipstick - Coral Confetti","color","Hey [Name], I wanted to check in — how are you loving the lipstick?","Hey [Name], how are you? Just checking in on your lipstick — I hope it's become a daily staple! Let me know if you have any questions or need anything!","Hey [Name]! Running low on the Supreme Hydrating Lipstick yet? Just say the word and I'll get more headed your way!"
"Mary Kay Supreme Hydrating Lipstick - Festive Pink","color","Hey [Name], I wanted to check in — how are you loving the lipstick?","Hey [Name], how are you? Just checking in on your lipstick — I hope it's become a daily staple! Let me know if you have any questions or need anything!","Hey [Name]! Running low on the Supreme Hydrating Lipstick yet? Just say the word and I'll get more headed your way!"
